"Data File","Setup Time","Position","Plate Type","Strain Type","Sample Number","Strain Name","Strain Number","Other","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",19.50,53.00,39.00,41.00,42.00,39.00,156.00,25.00,37.00,51.00,46.00,48.00,84.00,98.00,116.00,16.00,23.00,57.00,20.00,20.00,23.00,34.00,19.00,24.00,82.00,42.00,23.00,30.00,31.00,32.00,26.00,178.00,18.00,168.00,31.00,27.00,49.00,246.00,17.00,21.00,22.00,16.00,34.00,40.00,22.00,18.00,17.00,14.00,29.00,35.00,18.00,14.00,16.00,179.00,11.00,12.00,16.00,97.00,11.00,11.00,74.00,140.00,16.00,63.00,14.00,16.00,18.00,18.00,11.00,23.00,36.00,19.00,28.00,24.00,36.00,12.00,13.00,15.00,11.00,11.00,19.00,13.00,12.00,23.00,27.00,36.00,26.00,23.00,18.00,12.00,13.00,15.00,13.00,120.00,14.00,28.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",19.75,52.00,39.00,43.00,41.00,40.00,158.00,28.00,36.00,51.00,46.00,50.00,83.00,103.00,118.00,15.00,23.00,57.00,22.00,20.00,21.00,34.00,22.00,24.00,82.00,41.00,24.00,30.00,31.00,32.00,27.00,180.00,17.00,173.00,31.00,28.00,51.00,247.00,16.00,21.00,23.00,15.00,37.00,37.00,20.00,16.00,17.00,13.00,30.00,35.00,19.00,14.00,14.00,182.00,11.00,12.00,14.00,99.00,11.00,11.00,75.00,142.00,16.00,64.00,13.00,15.00,16.00,18.00,12.00,24.00,37.00,21.00,28.00,25.00,37.00,14.00,16.00,14.00,11.00,12.00,17.00,12.00,12.00,21.00,27.00,38.00,28.00,23.00,18.00,15.00,13.00,13.00,14.00,123.00,12.00,26.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",20.00,54.00,41.00,43.00,43.00,40.00,159.00,27.00,36.00,53.00,47.00,48.00,85.00,107.00,120.00,16.00,26.00,60.00,22.00,22.00,22.00,36.00,21.00,25.00,84.00,44.00,24.00,30.00,33.00,36.00,28.00,183.00,18.00,175.00,32.00,27.00,52.00,251.00,16.00,24.00,23.00,17.00,35.00,39.00,24.00,18.00,17.00,16.00,29.00,35.00,19.00,17.00,14.00,184.00,11.00,12.00,14.00,98.00,11.00,11.00,76.00,145.00,18.00,66.00,17.00,16.00,18.00,20.00,14.00,24.00,37.00,20.00,28.00,24.00,39.00,14.00,15.00,16.00,12.00,12.00,18.00,12.00,13.00,23.00,27.00,39.00,26.00,24.00,18.00,14.00,14.00,15.00,13.00,125.00,15.00,28.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",20.25,53.00,40.00,41.00,41.00,39.00,158.00,26.00,35.00,50.00,46.00,49.00,82.00,108.00,121.00,14.00,26.00,58.00,20.00,22.00,22.00,35.00,21.00,23.00,83.00,41.00,25.00,31.00,31.00,33.00,26.00,183.00,16.00,177.00,32.00,26.00,50.00,251.00,19.00,24.00,23.00,17.00,38.00,39.00,24.00,16.00,14.00,15.00,30.00,35.00,19.00,16.00,17.00,183.00,11.00,12.00,17.00,102.00,11.00,11.00,77.00,145.00,16.00,66.00,15.00,15.00,17.00,19.00,11.00,25.00,35.00,21.00,29.00,26.00,38.00,16.00,14.00,16.00,12.00,11.00,20.00,14.00,12.00,22.00,27.00,37.00,28.00,23.00,20.00,12.00,13.00,14.00,15.00,126.00,14.00,27.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",20.50,53.00,41.00,42.00,43.00,39.00,162.00,26.00,36.00,51.00,48.00,48.00,82.00,113.00,120.00,15.00,26.00,60.00,21.00,22.00,21.00,37.00,22.00,25.00,81.00,42.00,24.00,29.00,31.00,33.00,26.00,185.00,17.00,178.00,32.00,28.00,50.00,254.00,20.00,23.00,23.00,17.00,37.00,37.00,23.00,18.00,18.00,13.00,31.00,34.00,19.00,15.00,14.00,185.00,11.00,14.00,16.00,101.00,11.00,11.00,76.00,147.00,19.00,64.00,15.00,17.00,17.00,18.00,12.00,24.00,37.00,20.00,29.00,26.00,36.00,15.00,16.00,16.00,11.00,12.00,20.00,14.00,12.00,22.00,27.00,36.00,27.00,23.00,18.00,16.00,16.00,13.00,14.00,129.00,14.00,27.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",20.75,52.00,37.00,42.00,41.00,37.00,159.00,23.00,33.00,52.00,47.00,48.00,83.00,114.00,123.00,14.00,24.00,58.00,21.00,21.00,21.00,36.00,22.00,24.00,81.00,41.00,22.00,29.00,30.00,32.00,25.00,183.00,17.00,179.00,29.00,25.00,50.00,254.00,16.00,21.00,21.00,17.00,35.00,36.00,22.00,17.00,17.00,13.00,29.00,33.00,19.00,12.00,13.00,185.00,11.00,12.00,15.00,103.00,11.00,11.00,76.00,148.00,16.00,62.00,15.00,17.00,16.00,19.00,13.00,25.00,36.00,19.00,27.00,22.00,36.00,13.00,12.00,16.00,11.00,11.00,18.00,11.00,12.00,22.00,27.00,34.00,25.00,22.00,17.00,12.00,14.00,14.00,14.00,128.00,15.00,28.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",21.00,55.00,40.00,42.00,42.00,39.00,162.00,26.00,37.00,53.00,48.00,49.00,83.00,121.00,124.00,17.00,28.00,59.00,24.00,24.00,23.00,37.00,22.00,24.00,83.00,44.00,25.00,29.00,32.00,33.00,28.00,185.00,18.00,183.00,32.00,29.00,52.00,257.00,17.00,26.00,23.00,18.00,37.00,39.00,22.00,18.00,18.00,18.00,30.00,37.00,20.00,16.00,18.00,188.00,11.00,13.00,16.00,105.00,11.00,12.00,75.00,153.00,17.00,65.00,15.00,17.00,18.00,20.00,14.00,26.00,37.00,21.00,30.00,28.00,38.00,15.00,16.00,18.00,12.00,11.00,20.00,14.00,15.00,23.00,26.00,38.00,28.00,25.00,19.00,13.00,17.00,17.00,15.00,132.00,16.00,30.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",21.25,51.00,37.00,41.00,39.00,39.00,158.00,24.00,33.00,49.00,47.00,47.00,83.00,121.00,121.00,12.00,24.00,57.00,20.00,21.00,21.00,35.00,19.00,21.00,79.00,39.00,21.00,26.00,30.00,30.00,25.00,184.00,14.00,184.00,29.00,24.00,48.00,254.00,16.00,21.00,16.00,13.00,35.00,34.00,20.00,17.00,16.00,12.00,28.00,34.00,18.00,11.00,12.00,185.00,11.00,11.00,13.00,103.00,11.00,11.00,76.00,153.00,14.00,63.00,12.00,14.00,14.00,17.00,12.00,23.00,34.00,18.00,28.00,22.00,36.00,11.00,12.00,14.00,11.00,11.00,18.00,11.00,11.00,21.00,26.00,32.00,26.00,19.00,16.00,11.00,13.00,13.00,13.00,132.00,11.00,25.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",21.50,51.00,36.00,40.00,39.00,37.00,161.00,24.00,34.00,50.00,48.00,48.00,82.00,125.00,124.00,16.00,25.00,58.00,22.00,22.00,21.00,35.00,19.00,23.00,80.00,40.00,24.00,27.00,30.00,33.00,24.00,186.00,18.00,184.00,32.00,24.00,50.00,257.00,17.00,20.00,20.00,15.00,34.00,34.00,21.00,16.00,15.00,13.00,29.00,33.00,18.00,15.00,12.00,186.00,11.00,11.00,14.00,106.00,11.00,11.00,75.00,155.00,16.00,64.00,14.00,16.00,15.00,18.00,11.00,23.00,35.00,21.00,28.00,23.00,33.00,14.00,15.00,16.00,11.00,11.00,17.00,12.00,12.00,22.00,26.00,34.00,26.00,20.00,16.00,11.00,14.00,15.00,12.00,136.00,12.00,29.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",21.75,52.00,39.00,41.00,42.00,39.00,163.00,25.00,35.00,51.00,46.00,46.00,84.00,130.00,125.00,14.00,26.00,58.00,22.00,23.00,24.00,36.00,22.00,23.00,81.00,41.00,23.00,28.00,30.00,32.00,28.00,187.00,16.00,185.00,30.00,26.00,51.00,259.00,19.00,24.00,22.00,16.00,36.00,33.00,22.00,19.00,17.00,14.00,33.00,35.00,19.00,15.00,14.00,187.00,11.00,12.00,15.00,108.00,11.00,11.00,76.00,157.00,16.00,62.00,12.00,17.00,18.00,19.00,13.00,23.00,37.00,22.00,29.00,23.00,35.00,13.00,15.00,16.00,11.00,11.00,20.00,13.00,13.00,20.00,27.00,36.00,25.00,22.00,20.00,11.00,14.00,15.00,16.00,138.00,15.00,29.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",22.00,52.00,38.00,44.00,42.00,37.00,163.00,24.00,34.00,51.00,49.00,44.00,83.00,136.00,127.00,16.00,25.00,59.00,22.00,23.00,20.00,37.00,22.00,23.00,81.00,42.00,21.00,29.00,29.00,34.00,26.00,189.00,18.00,188.00,30.00,28.00,51.00,260.00,17.00,22.00,24.00,17.00,36.00,37.00,21.00,17.00,19.00,14.00,30.00,36.00,19.00,13.00,15.00,191.00,11.00,11.00,16.00,107.00,11.00,11.00,76.00,159.00,15.00,65.00,13.00,16.00,16.00,18.00,12.00,23.00,38.00,21.00,28.00,24.00,35.00,13.00,14.00,15.00,11.00,11.00,19.00,12.00,13.00,20.00,28.00,36.00,27.00,24.00,17.00,12.00,16.00,14.00,13.00,138.00,14.00,29.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",22.25,50.00,38.00,43.00,41.00,37.00,163.00,22.00,34.00,52.00,46.00,46.00,81.00,137.00,127.00,14.00,26.00,56.00,23.00,20.00,20.00,34.00,19.00,22.00,79.00,41.00,20.00,28.00,31.00,33.00,25.00,189.00,15.00,189.00,28.00,25.00,49.00,262.00,17.00,22.00,20.00,17.00,33.00,34.00,22.00,16.00,17.00,15.00,28.00,34.00,19.00,15.00,13.00,192.00,11.00,11.00,14.00,106.00,11.00,11.00,75.00,159.00,16.00,63.00,14.00,15.00,16.00,17.00,11.00,21.00,35.00,19.00,27.00,26.00,37.00,11.00,14.00,15.00,11.00,11.00,17.00,11.00,11.00,21.00,25.00,36.00,27.00,22.00,19.00,11.00,13.00,13.00,14.00,137.00,12.00,28.00,30.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",22.50,53.00,41.00,44.00,41.00,41.00,170.00,26.00,36.00,52.00,49.00,48.00,83.00,145.00,130.00,16.00,28.00,60.00,25.00,24.00,24.00,36.00,21.00,25.00,80.00,45.00,25.00,29.00,31.00,35.00,28.00,192.00,18.00,192.00,30.00,27.00,52.00,263.00,19.00,23.00,24.00,18.00,35.00,37.00,22.00,17.00,20.00,15.00,32.00,36.00,19.00,16.00,16.00,196.00,11.00,14.00,17.00,107.00,11.00,11.00,75.00,164.00,17.00,66.00,18.00,17.00,18.00,21.00,13.00,24.00,37.00,20.00,27.00,25.00,37.00,15.00,15.00,18.00,12.00,11.00,18.00,12.00,14.00,22.00,26.00,37.00,28.00,23.00,20.00,14.00,17.00,16.00,14.00,140.00,13.00,31.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",22.75,55.00,42.00,44.00,44.00,40.00,171.00,26.00,35.00,52.00,47.00,45.00,87.00,151.00,131.00,15.00,26.00,60.00,23.00,23.00,23.00,39.00,22.00,25.00,82.00,41.00,23.00,29.00,33.00,34.00,27.00,194.00,18.00,195.00,30.00,27.00,53.00,267.00,20.00,23.00,25.00,17.00,36.00,36.00,22.00,18.00,17.00,15.00,29.00,37.00,19.00,15.00,16.00,197.00,11.00,14.00,17.00,110.00,11.00,11.00,75.00,167.00,16.00,66.00,14.00,18.00,17.00,18.00,13.00,24.00,38.00,21.00,27.00,25.00,37.00,15.00,15.00,16.00,11.00,11.00,17.00,11.00,12.00,22.00,27.00,37.00,24.00,23.00,19.00,12.00,16.00,14.00,12.00,141.00,13.00,28.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",23.00,50.00,38.00,43.00,38.00,36.00,167.00,24.00,33.00,52.00,46.00,47.00,82.00,150.00,128.00,14.00,25.00,55.00,21.00,22.00,22.00,36.00,19.00,23.00,78.00,40.00,18.00,30.00,29.00,30.00,26.00,192.00,15.00,195.00,30.00,26.00,50.00,264.00,16.00,20.00,21.00,15.00,32.00,30.00,21.00,15.00,15.00,14.00,30.00,34.00,20.00,14.00,14.00,192.00,11.00,11.00,15.00,112.00,11.00,11.00,75.00,167.00,15.00,63.00,13.00,16.00,14.00,16.00,11.00,24.00,35.00,18.00,27.00,23.00,37.00,14.00,14.00,17.00,11.00,11.00,16.00,11.00,12.00,20.00,25.00,35.00,27.00,20.00,16.00,12.00,15.00,13.00,15.00,142.00,13.00,28.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",23.25,51.00,35.00,41.00,40.00,38.00,168.00,24.00,33.00,51.00,47.00,45.00,84.00,154.00,128.00,12.00,23.00,55.00,21.00,21.00,21.00,34.00,19.00,23.00,80.00,39.00,21.00,27.00,29.00,30.00,26.00,192.00,13.00,196.00,29.00,25.00,51.00,266.00,13.00,19.00,19.00,15.00,33.00,33.00,20.00,18.00,16.00,14.00,28.00,35.00,20.00,12.00,12.00,193.00,11.00,11.00,14.00,111.00,11.00,11.00,75.00,169.00,16.00,64.00,14.00,15.00,15.00,15.00,11.00,25.00,36.00,19.00,28.00,24.00,37.00,13.00,12.00,14.00,11.00,11.00,20.00,11.00,12.00,22.00,25.00,35.00,24.00,18.00,17.00,12.00,14.00,14.00,14.00,145.00,15.00,27.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",23.50,55.00,40.00,45.00,43.00,41.00,173.00,24.00,35.00,52.00,47.00,48.00,84.00,163.00,133.00,17.00,26.00,60.00,22.00,24.00,23.00,38.00,22.00,25.00,81.00,44.00,23.00,28.00,31.00,34.00,28.00,194.00,16.00,198.00,32.00,27.00,53.00,268.00,19.00,24.00,24.00,18.00,34.00,36.00,21.00,16.00,19.00,15.00,31.00,38.00,21.00,15.00,15.00,198.00,11.00,13.00,17.00,112.00,11.00,11.00,78.00,171.00,17.00,64.00,15.00,16.00,17.00,18.00,14.00,24.00,37.00,20.00,30.00,26.00,40.00,14.00,14.00,16.00,11.00,11.00,19.00,13.00,13.00,22.00,25.00,38.00,28.00,25.00,17.00,13.00,16.00,16.00,14.00,148.00,14.00,29.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",23.75,53.00,38.00,43.00,41.00,37.00,173.00,24.00,33.00,53.00,47.00,46.00,84.00,164.00,133.00,14.00,25.00,54.00,22.00,21.00,22.00,36.00,21.00,21.00,80.00,41.00,22.00,26.00,30.00,32.00,26.00,193.00,15.00,199.00,30.00,25.00,51.00,267.00,18.00,21.00,22.00,16.00,33.00,32.00,22.00,16.00,17.00,14.00,29.00,36.00,18.00,12.00,13.00,195.00,11.00,13.00,14.00,114.00,11.00,11.00,76.00,171.00,16.00,65.00,15.00,16.00,14.00,18.00,12.00,24.00,35.00,21.00,30.00,24.00,39.00,13.00,14.00,17.00,11.00,12.00,20.00,12.00,13.00,21.00,27.00,35.00,27.00,23.00,19.00,11.00,15.00,15.00,14.00,149.00,13.00,28.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",24.00,51.00,39.00,42.00,41.00,39.00,172.00,24.00,35.00,53.00,47.00,48.00,84.00,167.00,132.00,16.00,27.00,57.00,22.00,23.00,21.00,35.00,21.00,23.00,82.00,40.00,23.00,26.00,29.00,32.00,28.00,195.00,15.00,200.00,30.00,25.00,51.00,269.00,18.00,21.00,22.00,18.00,33.00,31.00,23.00,18.00,17.00,15.00,30.00,37.00,21.00,15.00,14.00,197.00,11.00,11.00,16.00,116.00,11.00,11.00,77.00,174.00,18.00,64.00,15.00,18.00,15.00,19.00,13.00,24.00,37.00,20.00,30.00,23.00,38.00,15.00,15.00,19.00,11.00,12.00,19.00,14.00,14.00,23.00,27.00,36.00,27.00,23.00,18.00,14.00,16.00,16.00,15.00,152.00,15.00,28.00,35.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",24.25,50.00,38.00,42.00,40.00,40.00,176.00,22.00,32.00,49.00,45.00,46.00,80.00,172.00,133.00,15.00,24.00,56.00,21.00,23.00,21.00,36.00,20.00,22.00,80.00,42.00,21.00,27.00,30.00,32.00,25.00,196.00,14.00,202.00,29.00,24.00,49.00,270.00,17.00,22.00,23.00,15.00,33.00,31.00,22.00,15.00,16.00,12.00,30.00,33.00,19.00,14.00,13.00,199.00,11.00,12.00,13.00,114.00,11.00,11.00,76.00,177.00,15.00,65.00,13.00,16.00,15.00,15.00,11.00,22.00,34.00,19.00,26.00,23.00,38.00,13.00,14.00,17.00,11.00,11.00,18.00,11.00,11.00,21.00,25.00,35.00,26.00,22.00,19.00,12.00,13.00,13.00,12.00,149.00,12.00,25.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",24.50,55.00,43.00,43.00,42.00,41.00,179.00,24.00,34.00,52.00,48.00,46.00,83.00,179.00,134.00,15.00,24.00,59.00,22.00,22.00,23.00,39.00,20.00,22.00,81.00,43.00,22.00,28.00,32.00,33.00,26.00,199.00,15.00,203.00,30.00,25.00,50.00,273.00,19.00,23.00,23.00,18.00,33.00,33.00,23.00,17.00,16.00,13.00,31.00,36.00,22.00,13.00,16.00,201.00,11.00,13.00,15.00,116.00,11.00,11.00,76.00,179.00,15.00,65.00,14.00,18.00,16.00,19.00,11.00,25.00,36.00,20.00,25.00,25.00,39.00,14.00,14.00,17.00,11.00,11.00,19.00,13.00,12.00,21.00,26.00,36.00,28.00,25.00,19.00,12.00,14.00,13.00,14.00,154.00,14.00,29.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",24.75,50.00,38.00,42.00,40.00,38.00,178.00,22.00,33.00,48.00,48.00,45.00,80.00,179.00,133.00,15.00,24.00,57.00,21.00,20.00,20.00,37.00,18.00,21.00,80.00,39.00,20.00,26.00,28.00,29.00,24.00,196.00,15.00,204.00,29.00,23.00,48.00,272.00,18.00,22.00,22.00,14.00,31.00,30.00,19.00,15.00,15.00,11.00,27.00,35.00,18.00,11.00,11.00,198.00,11.00,12.00,14.00,115.00,11.00,11.00,76.00,178.00,16.00,63.00,14.00,16.00,14.00,18.00,11.00,22.00,36.00,18.00,25.00,24.00,35.00,13.00,13.00,16.00,11.00,11.00,18.00,11.00,13.00,20.00,26.00,35.00,25.00,22.00,16.00,11.00,13.00,13.00,13.00,155.00,12.00,26.00,31.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",25.00,53.00,40.00,40.00,42.00,39.00,180.00,22.00,35.00,52.00,47.00,48.00,83.00,182.00,133.00,17.00,26.00,57.00,23.00,23.00,23.00,38.00,22.00,24.00,84.00,43.00,22.00,26.00,29.00,32.00,27.00,197.00,17.00,204.00,30.00,25.00,51.00,272.00,17.00,22.00,23.00,15.00,33.00,29.00,22.00,19.00,18.00,17.00,31.00,37.00,20.00,14.00,13.00,199.00,11.00,11.00,16.00,117.00,11.00,11.00,77.00,181.00,15.00,65.00,14.00,17.00,15.00,18.00,12.00,25.00,36.00,21.00,26.00,26.00,37.00,13.00,14.00,17.00,11.00,12.00,19.00,12.00,14.00,22.00,27.00,36.00,27.00,24.00,16.00,12.00,14.00,15.00,15.00,156.00,14.00,30.00,33.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",25.25,52.00,40.00,42.00,42.00,40.00,183.00,21.00,33.00,50.00,46.00,45.00,82.00,186.00,137.00,13.00,23.00,58.00,21.00,23.00,22.00,37.00,19.00,22.00,83.00,42.00,22.00,26.00,29.00,31.00,26.00,198.00,16.00,206.00,30.00,26.00,49.00,274.00,18.00,21.00,24.00,15.00,31.00,32.00,23.00,17.00,18.00,13.00,28.00,35.00,18.00,13.00,15.00,203.00,11.00,12.00,15.00,115.00,11.00,11.00,76.00,182.00,14.00,65.00,13.00,17.00,15.00,17.00,11.00,23.00,37.00,20.00,24.00,25.00,37.00,14.00,12.00,16.00,11.00,11.00,17.00,12.00,11.00,21.00,25.00,35.00,28.00,21.00,16.00,12.00,16.00,12.00,13.00,157.00,13.00,29.00,32.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",25.50,52.00,37.00,42.00,42.00,38.00,182.00,24.00,33.00,51.00,48.00,47.00,82.00,192.00,136.00,14.00,26.00,57.00,23.00,23.00,23.00,39.00,21.00,24.00,85.00,41.00,23.00,27.00,30.00,31.00,26.00,199.00,17.00,208.00,30.00,26.00,50.00,273.00,18.00,21.00,23.00,18.00,33.00,31.00,22.00,19.00,17.00,15.00,29.00,37.00,19.00,14.00,14.00,203.00,11.00,12.00,16.00,120.00,11.00,11.00,77.00,184.00,16.00,65.00,15.00,18.00,16.00,18.00,13.00,23.00,37.00,20.00,29.00,25.00,40.00,13.00,16.00,18.00,12.00,11.00,19.00,13.00,13.00,21.00,27.00,33.00,25.00,22.00,19.00,13.00,15.00,17.00,14.00,162.00,14.00,30.00,34.00
"C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-2852_Escherichia coli__2_37_PMX_438_3#1#2019_A_ 5B_9.oka",3/1/2019 3:23:47 PM," 5-B","PM02-A","---","","Escherichia coli","18-2852","",25.75,52.00,38.00,41.00,40.00,39.00,186.00,21.00,31.00,49.00,45.00,44.00,80.00,194.00,136.00,15.00,24.00,58.00,21.00,22.00,20.00,37.00,20.00,22.00,82.00,42.00,21.00,27.00,30.00,32.00,28.00,199.00,14.00,207.00,28.00,24.00,48.00,274.00,18.00,22.00,24.00,17.00,33.00,29.00,19.00,16.00,18.00,13.00,29.00,35.00,18.00,14.00,13.00,203.00,11.00,12.00,14.00,119.00,11.00,11.00,77.00,186.00,16.00,65.00,13.00,17.00,14.00,16.00,12.00,22.00,34.00,18.00,28.00,24.00,39.00,13.00,14.00,16.00,11.00,11.00,18.00,12.00,14.00,21.00,25.00,36.00,29.00,23.00,18.00,13.00,13.00,14.00,14.00,160.00,13.00,30.00,33.00
